time,X_0_mean,X_1_mean,X_2_mean,X_3_mean,kappa_1_mean,X_0_sd,X_1_sd,X_2_sd,X_3_sd,kappa_1_sd,X_0_se,X_1_se,X_2_se,X_3_se,kappa_1_se
3933,3.569999989122152e-05,0.0007294999784789979,0.0051609998708590865,0.018855199485609774,8.178536196947098,0.0006589762942653254,0.005225620115485406,0.016964419087221808,0.03776309756131229,1.7290449686760159,2.0838660139357826e-05,0.00016524861751726006,0.0005364620349725557,0.0011941739979689687,0.054677202778707
3934,3.789999894797802e-05,0.0007280999778304249,0.005158699860126945,0.018828299495464308,8.179079187393189,0.0006990437933488467,0.00519618312062578,0.01694268285933434,0.03781789450130463,1.7298464025668554,2.210570571186419e-05,0.0001643177380049892,0.000535774675093907,0.001195906829360802,0.05470254634359804
3935,3.399999905377626e-05,0.0007065999808255583,0.005158699886713293,0.018833099523777493,8.180112594127655,0.0006428664342008505,0.005075276720320208,0.017017271145600855,0.037863463957270214,1.7298221215309277,2.0329221633454548e-05,0.00016049434191841235,0.0005381333638076155,0.0011973478620866621,0.05470177850982324
3936,3.5199999809265136e-05,0.0007021999771241098,0.005152399872982641,0.018815399543884267,8.181926890850066,0.000657368302917788,0.005046214196585494,0.017050588881285064,0.03786577446641551,1.7306990224778536,2.0787810988197214e-05,0.00015957530422286835,0.0005391869631200312,0.0011974209268012,0.05472950855256968
3937,3.269999939948321e-05,0.0007046999817248434,0.005113699851644924,0.018768199602644017,8.184185889959336,0.0006237866666941247,0.005054177576273964,0.016892619238949847,0.037766271996313036,1.7306208533018974,1.9725866407977292e-05,0.00015982712839975123,0.0005341915244106168,0.0011942743824178339,0.05472703662618128
3938,3.2799998298287395e-05,0.0007035999892977998,0.005118299872112402,0.01875339955313393,8.184452288389206,0.000629635255776988,0.005065019347470805,0.016899379610466142,0.03776670285005963,1.7306300845002982,1.991081503397973e-05,0.00016016997530827548,0.0005344053061288209,0.0011942880072096105,0.05472732854230608
3939,3.499999828636646e-05,0.0007041999823413789,0.005116499866759113,0.018728799490825624,8.185310003757477,0.0006882649592784817,0.00510139053827423,0.01687820475274192,0.03764124194623679,1.7309454293873294,2.176484905003042e-05,0.00016132013334978942,0.0005337356983334355,0.0011903205850757753,0.05473730062322115
3940,3.429999900981784e-05,0.0007133999885991216,0.005103999868617393,0.018707799542549766,8.186809893369675,0.0006942589347068118,0.005171435360757854,0.01685183828916159,0.03755469221777172,1.7313479048523053,2.1954395195956486e-05,0.00016353514512329367,0.0005329019175458582,0.001187583642347588,0.05475002801493774
3941,3.579999785870314e-05,0.0007147999815351795,0.005096499865292571,0.018660399546206463,8.188434298276901,0.0007112131382067315,0.005182846859867674,0.01682464950693052,0.037428973502619374,1.7317856952397366,2.249053418569393e-05,0.0001638960084103338,0.0005320421327592932,0.0011836080675036746,0.05476387216255784
3942,3.479999955743551e-05,0.0007120999826001935,0.005093499880633317,0.018640199492525426,8.189250680685044,0.0006874747866955632,0.005167026299330422,0.016832835152471935,0.03731656186925751,1.7320274380997336,2.1739861598964012e-05,0.0001633957183587509,0.00053230098559959,0.001180053299534442,0.05477151674301458
3943,3.4499998670071366e-05,0.000709499980788678,0.005066699875984341,0.018640999564537197,8.190572595119477,0.000664274775876423,0.005131954305316746,0.01674701914194081,0.037377951863225144,1.7327951615454502,2.1006212839673693e-05,0.0001622866445270808,0.0005295872450697165,0.0011819946215992593,0.054795794290030356
3944,3.74999986961484e-05,0.0007080999808385968,0.00506949986948166,0.018634699490525236,8.193125196695327,0.0007166151359274447,0.005126601715061663,0.016754108936309797,0.0373257519708955,1.7325364881747372,2.2661360352818852e-05,0.00016211738076120399,0.0005298114440531988,0.001180343916065487,0.05478761431981549
3945,3.6199999041855336e-05,0.0006993999846745283,0.00506839988444699,0.018591199588176097,8.193585793972016,0.0006859008702230688,0.00505355491263245,0.016642323033399437,0.03721820057350553,1.731674668512541,2.169008998996461e-05,0.0001598074380465176,0.0005262764634182469,0.001176942842252625,0.054760361189166926
3946,3.499999921768904e-05,0.0006895999824628234,0.005083999850088731,0.018615299538330875,8.19540839099884,0.0006585048290523844,0.004921295566258097,0.016657158472828774,0.037276583676399064,1.7305321284055324,2.082375110025353e-05,0.00015562503028263675,0.0005267456012051087,0.0011787890780727403,0.05472423089860452
3947,3.4299999475479123e-05,0.0007036999828123953,0.005112899871601257,0.018547399473769474,8.196516993761062,0.0006374322076618277,0.005017741844432939,0.0166726520826777,0.037294989795707424,1.730376861556567,2.015737630160809e-05,0.00015867492939142364,0.000527235552168115,0.0011793711306717326,0.05471932092972604
3948,3.479999909177423e-05,0.0007114999793993774,0.005116099867940647,0.018536799554058233,8.19691830945015,0.0006600944337640929,0.004972959530613376,0.016563397046123293,0.037353937331548355,1.7314306355722622,2.087401881493687e-05,0.0001572587882858011,0.0005237806045545461,0.0011812352154288502,0.05475264419001303
3949,3.389999968931079e-05,0.0007177999778359663,0.005100799899599224,0.01854099954773119,8.197709398984909,0.0006584028234810564,0.0050477085107019665,0.016576633978582927,0.03736054821421798,1.7313739755035276,2.0820525400859298e-05,0.0001596225585843463,0.0005241991931126087,0.0011814442698946516,0.0547508524413172
3950,3.3900000154972075e-05,0.0007170999816153199,0.005080299854911573,0.01848009955701127,8.199576286315917,0.0006724827370966973,0.005030435520150643,0.016536023232963232,0.03726341683640198,1.7315998463851876,2.1265771363697716e-05,0.0001590763386628988,0.0005229149685762493,0.0011783727060329626,0.05475799510574876
3951,3.259999910369515e-05,0.000719299979362404,0.0050571998761079155,0.018488899516669335,8.200715204238891,0.0006244895574810618,0.00504272792856957,0.01644183530885524,0.037254992449435496,1.7316356665914898,1.974809376630799e-05,0.00015946505874822717,0.0005199364848936059,0.0011781063035259153,0.054759127840130484
3952,3.089999873191118e-05,0.0007215999819745776,0.005090099888322584,0.018510399499791674,8.201619293689728,0.0006001961284346711,0.005082927145656626,0.016578244739339058,0.03728099013547499,1.7319276113450832,1.8979868086685118e-05,0.00016073626960973374,0.0005242501298401586,0.001178928422543703,0.0547683599438534
3953,2.9300000052899123e-05,0.0007248999737494159,0.005096799863036722,0.01846989956343168,8.201656985521316,0.0005667739806551562,0.005070463257187025,0.016536165820424654,0.037149845909728536,1.7319589543429423,1.7922966973905057e-05,0.00016034212684907126,0.0005229194775876881,0.001174781277990322,0.054769351096472726
3954,3.259999956935644e-05,0.0007268999819352757,0.0051234998463187366,0.018477199536690022,8.20360867714882,0.0006337182542533479,0.005068717481784239,0.01657312789415378,0.03725442873267475,1.7338117567264968,2.003993078266267e-05,0.00016028692058351222,0.0005240883209879591,0.0011780884772367235,0.05482794185233494
3955,3.019999898970127e-05,0.0007377999816962984,0.005124399862717837,0.01842089954316907,8.20435308456421,0.0005913523764687547,0.00520524395693337,0.016563560630725685,0.037221857536633915,1.733491859906218,1.8700204093946242e-05,0.00016460426680736854,0.0005237857775538831,0.0011770584855806746,0.05481782582665167
3956,2.8399999253451824e-05,0.0007503999799955637,0.005065399863757193,0.018385699551763536,8.205342599153518,0.0005436809841282818,0.005285653824274118,0.016434789660512625,0.03712603830906445,1.7336986837183177,1.719270230367225e-05,0.00016714705007885605,0.0005197136819300534,0.0011740284155530994,0.054824366169857607
3957,2.7099999599158762e-05,0.0007484999778680503,0.005058099877554924,0.018358999589800078,8.205755798101425,0.0005196591438206293,0.0052432554956021,0.016382218931141952,0.037133408820022085,1.734372140061219,1.6433065014062032e-05,0.00016580629720297605,0.0005180512494993771,0.001174261491574553,0.05484566272934017
3958,2.949999924749136e-05,0.0007459999896818772,0.0050709998888196425,0.018339599611579615,8.207007395982743,0.0005804797061558374,0.005206598893791104,0.01644023754239608,0.037110843332276974,1.7342171595326368,1.83563800695771e-05,0.00016464711367293006,0.0005198859590818063,0.0011735479081966813,0.0548407618147072
